neighborhood,viz_name,x2010_pop,x2010_pop_hisp,x2010_pop_white_non_hisp,x2010_pop_black_non_hisp,x2010_pop_aian_non_hisp,x2010_pop_asian_non_hisp,x2010_pop_nhpi_non_hisp,x2010_pop_other_non_hisp,x2010_pop_two_plus_non_hisp,x2020_pop,x2020_pop_hisp,x2020_pop_white_non_hisp,x2020_pop_black_non_hisp,x2020_pop_aian_non_hisp,x2020_pop_asian_non_hisp,x2020_pop_nhpi_non_hisp,x2020_pop_other_non_hisp,x2020_pop_two_plus_non_hisp,county,change_pop,change_pop_hisp,change_pop_white_non_hisp,change_pop_black_non_hisp,change_pop_aian_non_hisp,change_pop_asian_non_hisp,change_pop_nhpi_non_hisp,change_pop_other_non_hisp,change_pop_two_plus_non_hisp,pct_change_x2020_pop,pct_change_x2020_pop_hisp,pct_change_x2020_pop_white_non_hisp,pct_change_x2020_pop_black_non_hisp,pct_change_x2020_pop_aian_non_hisp,pct_change_x2020_pop_asian_non_hisp,pct_change_x2020_pop_nhpi_non_hisp,pct_change_x2020_pop_other_non_hisp,pct_change_x2020_pop_two_plus_non_hisp,x2010_pop_white_non_hisp_share,x2010_pop_black_non_hisp_share,x2010_pop_hisp_share,x2020_pop_white_non_hisp_share,x2020_pop_black_non_hisp_share,x2020_pop_hisp_share,x2020_majority_neighborhood_type,x2010_majority_neighborhood_type,majority_changed,color_pct_change_x2020_pop,color_pct_change_x2020_pop_hisp,color_pct_change_x2020_pop_white_non_hisp,color_pct_change_x2020_pop_black_non_hisp,color_pct_change_x2020_pop_aian_non_hisp,color_pct_change_x2020_pop_asian_non_hisp,color_pct_change_x2020_pop_nhpi_non_hisp,color_pct_change_x2020_pop_other_non_hisp,color_pct_change_x2020_pop_two_plus_non_hisp,viz_x2020_pop_white_non_hisp,viz_x2020_pop_black_non_hisp,viz_x2020_pop_hisp,viz_x2020_pop
edmondson village,Edmondson Village,3503,28,26,3384,4,2,0,0,57,3208,64,49,2979,8,2,2,6,97,Baltimore City,-294,37,23,-405,4,0,2,6,40,-8.4,133,85.1,-12,99,7.4,611.3,4482.6,69.1,1,97,1,2,93,2,Majority Black,Majority Black,No,red,green,green,red,green,green,green,green,green,49,"2,979",64,"3,208"
ednor gardens-lakeside,Ednor Gardens-Lakeside,5450,96,805,4350,17,79,2,9,94,4883,142,894,3555,8,70,1,16,196,Baltimore City,-567,46,90,-794,-9,-9,-1,8,102,-10.4,47.7,11.2,-18.3,-53,-11.6,-27.8,90.6,108.7,15,80,2,18,73,3,Majority Black,Majority Black,No,red,green,green,red,red,red,red,green,green,894,"3,555",142,"4,883"
ellwood park/monument,Ellwood Park/Monument,3287,718,658,1777,34,41,1,5,53,2909,985,612,1134,15,50,0,12,101,Baltimore City,-378,266,-46,-643,-18,10,-1,7,48,-11.5,37.1,-7,-36.2,-54.5,23.6,-67.6,132.4,88.8,20,54,22,21,39,34,Majority Minority,Majority Black,Yes,red,green,red,red,red,green,red,green,green,612,"1,134",985,"2,909"
evergreen,Evergreen,320,10,245,24,0,33,0,1,7,328,15,230,24,0,42,0,2,15,Baltimore City,8,5,-16,1,-0,9,0,2,8,2.4,45.1,-6.5,2.7,-100,26.3,Inf,312.6,117.6,77,7,3,70,7,4,Majority White,Majortiy White,Yes,green,green,red,green,red,green,green,green,green,230,24,15,328
evergreen lawn,Evergreen Lawn,563,4,3,546,1,1,0,1,8,484,11,4,457,1,1,0,1,9,Baltimore City,-79,6,1,-89,-0,0,0,1,1,-14.1,138.2,42.9,-16.3,-33.3,59.9,NA,83.4,19.3,0,97,1,1,94,2,Majority Black,Majority Black,No,red,green,green,red,red,green,NA,green,green,4,457,11,484
evesham park,Evesham Park,740,55,332,304,1,27,1,4,16,700,48,295,297,1,26,1,6,26,Baltimore City,-40,-7,-37,-7,-0,-0,-0,2,10,-5.4,-12.8,-11.1,-2.2,-0.7,-1,-33.3,40.2,60.9,45,41,7,42,42,7,Majority Minority,Majority Minority,No,red,red,red,red,red,red,red,green,green,295,297,48,700
fairfield area,Fairfield Area,864,98,472,233,4,20,0,2,35,815,207,296,236,4,21,0,5,46,Baltimore City,-49,109,-175,3,-1,1,0,4,11,-5.7,111.1,-37.2,1.2,-20.8,4.5,40170.4,227.8,31.9,55,27,11,36,29,25,Majority Minority,Majortiy White,Yes,red,green,red,green,red,green,green,green,green,296,236,207,815
fairmont,Fairmont,1268,14,17,1212,3,2,0,1,20,1114,15,31,1032,2,4,0,4,27,Baltimore City,-154,1,14,-180,-0,3,-0,3,7,-12.1,5.9,82.7,-14.9,-16.9,148.2,-100,496.2,35.2,1,96,1,3,93,1,Majority Black,Majority Black,No,red,green,green,red,red,green,red,green,green,31,"1,032",15,"1,114"
fallstaff,Fallstaff,4038,566,1337,1900,13,135,19,5,62,4001,869,1115,1797,8,48,0,68,97,Baltimore City,-36,303,-222,-103,-5,-88,-19,63,35,-0.9,53.5,-16.6,-5.4,-41.6,-64.7,-100,1146.7,57.4,33,47,14,28,45,22,Majority Minority,Majority Minority,No,red,green,red,red,red,red,red,green,green,"1,115","1,797",869,"4,001"
federal hill,Federal Hill,2581,82,2136,229,3,86,1,5,39,2878,144,2198,252,2,151,0,11,120,Baltimore City,297,62,62,22,-1,65,-1,6,81,11.5,74.9,2.9,9.7,-40.7,76.3,-85.6,140.5,207.7,83,9,3,76,9,5,Majority White,Majortiy White,Yes,green,green,green,green,red,green,red,green,green,"2,198",252,144,"2,878"
fells point,Fells Point,4142,423,2824,582,18,205,4,4,83,5367,535,3575,505,12,462,2,30,244,Baltimore City,1224,112,751,-77,-6,258,-1,26,161,29.6,26.5,26.6,-13.2,-34.3,126,-30.6,698.4,193.7,68,14,10,67,9,10,Majority White,Majortiy White,Yes,green,green,green,red,red,green,red,green,green,"3,575",505,535,"5,367"
forest park,Forest Park,1511,24,21,1439,3,1,0,2,20,1504,44,50,1349,4,4,0,18,35,Baltimore City,-7,20,29,-89,1,3,0,16,15,-0.4,81.9,136.1,-6.2,21.8,242.5,95988.5,644.5,71.7,1,95,2,3,90,3,Majority Black,Majority Black,No,red,green,green,red,green,green,green,green,green,50,"1,349",44,"1,504"
forest park golf course,Forest Park Golf Course,535,8,17,500,1,2,0,0,7,440,14,12,390,1,3,0,8,12,Baltimore City,-95,5,-4,-110,1,0,0,8,5,-17.7,61.7,-26.5,-22,97.8,14.9,Inf,6685.3,68.3,3,93,2,3,89,3,Majority Black,Majority Black,No,red,green,red,red,green,green,green,green,green,12,390,14,440
four by four,Four By Four,1250,12,27,1188,1,3,0,1,18,949,24,30,867,2,4,0,3,19,Baltimore City,-301,12,3,-322,0,2,0,2,1,-24.1,100.5,10.4,-27.1,49.8,77.9,Inf,248,3.2,2,95,1,3,91,3,Majority Black,Majority Black,No,red,green,green,red,green,green,green,green,green,30,867,24,949
frankford,Frankford,17598,346,2248,14266,51,337,3,16,333,16864,502,1380,14169,45,214,4,78,472,Baltimore City,-734,157,-867,-98,-6,-123,1,62,139,-4.2,45.3,-38.6,-0.7,-11.7,-36.5,56.6,385.6,41.9,13,81,2,8,84,3,Majority Black,Majority Black,No,red,green,red,red,red,red,green,green,green,"1,380","14,169",502,"16,864"
franklin square,Franklin Square,2476,98,138,2172,18,10,0,0,39,2054,117,111,1733,7,13,0,11,61,Baltimore City,-422,19,-28,-439,-11,3,0,11,22,-17,19.3,-20.1,-20.2,-61,35.9,162.5,3470.9,56.7,6,88,4,5,84,6,Majority Black,Majority Black,No,red,green,red,red,red,green,green,green,green,111,"1,733",117,"2,054"
franklintown,Franklintown,2016,38,162,1774,5,9,0,7,21,1813,69,203,1441,4,24,0,9,63,Baltimore City,-203,31,42,-332,-1,14,-0,2,42,-10.1,83.4,25.9,-18.7,-27.5,154.9,-100,21.7,196.3,8,88,2,11,79,4,Majority Black,Majority Black,No,red,green,green,red,red,green,red,green,green,203,"1,441",69,"1,813"
franklintown road,Franklintown Road,1926,24,12,1861,4,4,0,1,20,1426,24,16,1338,4,1,0,6,37,Baltimore City,-500,-0,4,-523,-0,-3,0,5,18,-26,-0,29.3,-28.1,-1.8,-79.5,67.9,701.8,88.6,1,97,1,1,94,2,Majority Black,Majority Black,No,red,red,green,red,red,red,green,green,green,16,"1,338",24,"1,426"
garwyn oaks,Garwyn Oaks,1319,22,18,1254,2,1,0,2,18,1321,39,45,1183,3,3,0,17,31,Baltimore City,2,17,26,-72,1,2,0,15,13,0.2,77.1,142.3,-5.7,25,266.7,Inf,671.4,70.7,1,95,2,3,90,3,Majority Black,Majority Black,No,green,green,green,red,green,green,green,green,green,45,"1,183",39,"1,321"
gay street,Gay Street,1390,9,16,1342,1,9,0,1,12,1623,34,107,1332,4,100,0,4,43,Baltimore City,234,24,91,-10,3,91,-0,3,31,16.8,265.5,577.1,-0.8,272.2,1045.6,-100,386,267.2,1,97,1,7,82,2,Majority Black,Majority Black,No,green,green,green,red,green,green,red,green,green,107,"1,332",34,"1,623"
glen,Glen,7088,160,3061,3677,11,57,5,25,92,7173,446,2949,3354,9,97,1,114,204,Baltimore City,85,286,-112,-322,-2,40,-5,89,111,1.2,178.2,-3.7,-8.8,-17.1,70.4,-90.2,355.5,120.7,43,52,2,41,47,6,Majority Minority,Majority Black,Yes,green,green,red,red,red,green,red,green,green,"2,949","3,354",446,"7,173"
glen oaks,Glen Oaks,3251,60,256,2844,5,29,2,2,54,3040,100,195,2615,5,23,1,13,88,Baltimore City,-211,40,-61,-229,0,-6,-1,11,34,-6.5,65.8,-23.8,-8,5.1,-20.5,-59,562.6,63.1,8,87,2,6,86,3,Majority Black,Majority Black,No,red,green,red,red,green,red,red,green,green,195,"2,615",100,"3,040"
glenham-belhar,Glenham-Belhar,6171,119,2141,3664,22,69,1,20,135,5728,175,1518,3706,22,66,5,31,206,Baltimore City,-443,56,-623,41,0,-3,4,11,71,-7.2,47.4,-29.1,1.1,0.4,-4.7,628.6,57.4,52.3,35,59,2,27,65,3,Majority Black,Majority Black,No,red,green,red,green,green,red,green,green,green,"1,518","3,706",175,"5,728"
graceland park,Graceland Park,869,193,457,169,5,23,0,3,19,1013,463,293,198,3,21,0,6,28,Baltimore City,144,270,-164,29,-2,-2,-0,3,9,16.6,139.4,-35.8,16.9,-32.3,-7.6,-48.6,108.1,50.8,53,19,22,29,20,46,Majority Minority,Majortiy White,Yes,green,green,red,green,red,red,red,green,green,293,198,463,"1,013"
greektown,Greektown,1302,424,716,106,8,25,0,2,21,1810,774,740,157,5,71,0,8,54,Baltimore City,507,350,24,51,-3,47,0,5,33,39,82.5,3.3,48.2,-38.3,188.3,134.8,229,159.5,55,8,33,41,9,43,Majority Minority,Majortiy White,Yes,green,green,green,green,red,green,green,green,green,740,157,774,"1,810"
greenmount cemetery,Greenmount Cemetery,988,11,12,946,1,3,0,2,13,969,19,13,916,4,0,0,6,11,Baltimore City,-19,8,0,-30,3,-3,-0,4,-2,-2,78,0.2,-3.2,396.3,-99.9,-100,275.4,-15.5,1,96,1,1,95,2,Majority Black,Majority Black,No,red,green,green,red,green,red,red,green,red,13,916,19,969
greenmount west,Greenmount West,859,14,217,587,2,21,0,0,18,1129,76,354,587,2,44,0,5,60,Baltimore City,270,61,137,0,-0,24,0,5,42,31.4,434.3,63.2,0,-0.8,112.8,49980.3,129770.9,240.9,25,68,2,31,52,7,Majority Black,Majority Black,No,green,green,green,green,red,green,green,green,green,354,587,76,"1,129"
greenspring,Greenspring,2271,20,26,2192,5,3,1,1,24,1790,45,65,1611,5,2,1,8,52,Baltimore City,-482,25,39,-580,-1,-1,0,8,28,-21.2,125.2,153.3,-26.5,-12.4,-34.7,66.9,879.6,119.1,1,96,1,4,90,3,Majority Black,Majority Black,No,red,green,green,red,red,red,green,green,green,65,"1,611",45,"1,790"
grove park,Grove Park,1537,24,22,1461,6,3,0,2,19,1378,51,29,1243,3,5,1,7,37,Baltimore City,-159,27,7,-218,-3,2,1,5,19,-10.3,112.5,33.5,-14.9,-47.7,61.4,Inf,264.3,101.3,1,95,2,2,90,4,Majority Black,Majority Black,No,red,green,green,red,red,green,green,green,green,29,"1,243",51,"1,378"
guilford,Guilford,5784,226,4325,477,6,624,2,11,115,5549,361,2932,469,0,1468,1,25,293,Baltimore City,-236,135,-1393,-8,-6,844,-1,14,178,-4.1,60.1,-32.2,-1.7,-99.3,135.4,-67.9,135.3,154.5,75,8,4,53,8,7,Majority White,Majortiy White,Yes,red,green,red,red,red,green,red,green,green,"2,932",469,361,"5,549"
gwynns falls,Gwynns Falls,678,17,205,437,2,6,0,1,10,591,50,135,360,2,12,0,4,28,Baltimore City,-87,33,-70,-77,1,6,-0,3,18,-12.8,192,-34.2,-17.6,40.3,107.7,-100,292.3,178.1,30,65,3,23,61,8,Majority Black,Majority Black,No,red,green,red,red,green,green,red,green,green,135,360,50,591
gwynns falls/leakin park,Gwynns Falls/Leakin Park,4833,47,70,4639,18,6,3,5,45,4216,85,100,3901,6,15,0,12,98,Baltimore City,-617,37,29,-738,-12,9,-3,7,53,-12.8,78.8,41.7,-15.9,-66.7,153.6,-99.7,161.7,118.1,1,96,1,2,93,2,Majority Black,Majority Black,No,red,green,green,red,red,green,red,green,green,100,"3,901",85,"4,216"
hamilton hills,Hamilton Hills,9996,283,2889,6485,21,98,1,16,203,9878,378,2266,6674,31,79,2,62,385,Baltimore City,-118,95,-623,190,10,-19,1,47,181,-1.2,33.8,-21.6,2.9,47.5,-19.3,48.5,300.2,89.1,29,65,3,23,68,4,Majority Black,Majority Black,No,red,green,red,green,green,red,green,green,green,"2,266","6,674",378,"9,878"
hampden,Hampden,5959,185,5045,369,17,220,1,3,120,6091,256,4787,390,11,330,0,28,290,Baltimore City,132,71,-258,21,-6,110,-0,24,170,2.2,38.5,-5.1,5.8,-36.3,50,-49.9,772.7,141.4,85,6,3,79,6,4,Majority White,Majortiy White,Yes,green,green,red,green,red,green,red,green,green,"4,787",390,256,"6,091"
hanlon-longwood,Hanlon-Longwood,2317,28,22,2227,2,2,0,3,32,2289,57,37,2120,3,10,0,15,47,Baltimore City,-28,29,16,-106,0,7,0,12,15,-1.2,102.4,71.3,-4.8,14.2,294.2,1703.8,389.7,45.2,1,96,1,2,93,2,Majority Black,Majority Black,No,red,green,green,red,green,green,green,green,green,37,"2,120",57,"2,289"
harlem park,Harlem Park,5015,55,70,4805,9,15,0,4,57,3717,90,102,3377,3,22,1,24,99,Baltimore City,-1298,34,32,-1428,-6,7,1,19,42,-25.9,62.5,45.7,-29.7,-65.6,50.3,Inf,434.9,73.1,1,96,1,3,91,2,Majority Black,Majority Black,No,red,green,green,red,red,green,green,green,green,102,"3,377",90,"3,717"
harwood,Harwood,1607,52,524,939,6,47,2,4,33,1699,153,603,778,3,61,1,8,92,Baltimore City,92,101,79,-161,-4,14,-1,4,60,5.8,194.1,15.1,-17.1,-57,30.1,-40,113.7,184.5,33,58,3,35,46,9,Majority Minority,Majority Black,Yes,green,green,green,red,red,green,red,green,green,603,778,153,"1,699"
hawkins point,Hawkins Point,3178,202,1648,1093,21,66,0,5,144,2989,433,1149,1136,6,38,2,22,202,Baltimore City,-189,231,-499,43,-15,-27,2,17,59,-6,114.1,-30.3,3.9,-69.4,-41.6,Inf,362.5,40.9,52,34,6,38,38,14,Majority Minority,Majortiy White,Yes,red,green,red,green,red,red,green,green,green,"1,149","1,136",433,"2,989"
heritage crossing,Heritage Crossing,1397,19,33,1312,5,10,0,0,18,1224,31,39,1097,4,5,1,9,38,Baltimore City,-173,13,6,-215,-1,-5,1,9,20,-12.4,68.2,18.3,-16.4,-19.2,-50.6,600.4,1805.6,109.5,2,94,1,3,90,3,Majority Black,Majority Black,No,red,green,green,red,red,red,green,green,green,39,"1,097",31,"1,224"
herring run park,Herring Run Park,1079,22,353,662,3,12,0,1,25,962,34,300,567,1,14,0,3,43,Baltimore City,-117,11,-53,-95,-2,2,0,2,18,-10.8,50.2,-15,-14.3,-67.9,19.6,9090.4,152.9,70.4,33,61,2,31,59,3,Majority Black,Majority Black,No,red,green,red,red,red,green,green,green,green,300,567,34,962
highlandtown,Highlandtown,3016,839,1465,561,30,57,2,3,59,3298,1294,1408,385,13,86,0,13,99,Baltimore City,282,455,-57,-177,-16,28,-2,10,41,9.4,54.3,-3.9,-31.5,-54.8,49.3,-95.1,377.6,69.9,49,19,28,43,12,39,Majority Minority,Majority Minority,No,green,green,red,red,red,green,red,green,green,"1,408",385,"1,294","3,298"
hillen,Hillen,1552,38,138,1330,2,13,1,3,27,1393,45,257,840,1,190,0,7,54,Baltimore City,-159,7,119,-490,-2,177,-1,5,27,-10.2,18.8,86.1,-36.9,-65.6,1326,-91.8,173.4,99,9,86,2,18,60,3,Majority Black,Majority Black,No,red,green,green,red,red,green,red,green,green,257,840,45,"1,393"
hoes heights,Hoes Heights,998,32,812,91,2,42,0,1,18,992,35,737,94,1,82,0,5,38,Baltimore City,-6,4,-75,3,-1,40,-0,4,20,-0.6,11.2,-9.2,3.5,-53.8,96.4,-50,379.8,109.5,81,9,3,74,10,4,Majority White,Majortiy White,Yes,red,green,red,green,red,green,red,green,green,737,94,35,992
holabird industrial park,Holabird Industrial Park,698,146,395,114,10,14,1,1,16,739,325,256,116,4,9,0,5,25,Baltimore City,41,179,-139,2,-6,-5,-1,3,9,5.9,122.4,-35.3,2,-57.4,-36.4,-100,210,53.2,57,16,21,35,16,44,Majority Minority,Majortiy White,Yes,green,green,red,green,red,red,red,green,green,256,116,325,739
hollins market,Hollins Market,1818,52,547,1127,6,43,1,6,36,1692,137,418,979,3,71,0,18,67,Baltimore City,-126,85,-129,-148,-3,28,-1,12,30,-6.9,161.6,-23.5,-13.2,-50,64.2,-100,216.6,84.3,30,62,3,25,58,8,Majority Black,Majority Black,No,red,green,red,red,red,green,red,green,green,418,979,137,"1,692"
homeland,Homeland,2711,69,2196,290,6,92,0,7,51,2719,122,2046,314,3,99,0,16,120,Baltimore City,9,53,-150,23,-3,8,0,9,68,0.3,77.7,-6.8,8,-50.1,8.3,47.5,133.9,133,81,11,3,75,12,4,Majority White,Majortiy White,Yes,green,green,red,green,red,green,green,green,green,"2,046",314,122,"2,719"
hopkins bayview,Hopkins Bayview,1627,407,1003,113,5,57,1,6,35,1978,1023,655,182,5,52,0,12,48,Baltimore City,350,616,-348,70,-1,-5,-1,6,14,21.5,151.2,-34.7,61.9,-12.5,-8.7,-100,94.7,39.4,62,7,25,33,9,52,Majority Hispanic,Majortiy White,Yes,green,green,red,green,red,red,red,green,green,655,182,"1,023","1,978"
howard park,Howard Park,5240,83,143,4913,10,20,0,3,68,4408,145,119,3918,12,24,3,67,119,Baltimore City,-832,62,-24,-996,2,5,3,64,52,-15.9,74.2,-17.1,-20.3,23.5,22.9,Inf,2314.8,76.4,3,94,2,3,89,3,Majority Black,Majority Black,No,red,green,red,red,green,green,green,green,green,119,"3,918",145,"4,408"
hunting ridge,Hunting Ridge,1478,17,202,1227,1,9,0,2,19,1410,39,175,1126,2,11,0,7,51,Baltimore City,-68,21,-28,-101,1,2,-0,5,32,-4.6,121.8,-13.7,-8.2,59.7,24.3,-98.5,242.7,171.4,14,83,1,12,80,3,Majority Black,Majority Black,No,red,green,red,red,green,green,red,green,green,175,"1,126",39,"1,410"
idlewood,Idlewood,2673,57,318,2225,5,32,1,1,36,2519,98,237,2081,5,18,1,9,71,Baltimore City,-155,41,-81,-144,0,-14,1,7,34,-5.8,73.2,-25.5,-6.5,0.2,-43.6,97,550.8,94.1,12,83,2,9,83,4,Majority Black,Majority Black,No,red,green,red,red,green,red,green,green,green,237,"2,081",98,"2,519"
inner harbor,Inner Harbor,2523,116,1671,481,7,194,2,5,49,3327,194,1982,628,6,345,0,18,154,Baltimore City,804,78,311,148,-0,152,-1,13,105,31.9,67.6,18.6,30.7,-5.1,78.3,-94.8,267.1,215.6,66,19,5,60,19,6,Majority White,Majortiy White,Yes,green,green,green,green,red,green,red,green,green,"1,982",628,194,"3,327"
irvington,Irvington,5104,90,1172,3676,24,42,2,8,89,4901,180,851,3562,11,80,0,15,202,Baltimore City,-202,90,-321,-114,-12,38,-2,7,113,-4,99.9,-27.4,-3.1,-51.8,90.2,-86.8,81.2,125.9,23,72,2,17,73,4,Majority Black,Majority Black,No,red,green,red,red,red,green,red,green,green,851,"3,562",180,"4,901"
johns hopkins homewood,Johns Hopkins Homewood,4156,229,2321,321,6,1121,2,9,146,4284,460,1719,383,6,1422,1,35,257,Baltimore City,128,232,-602,62,-0,301,-1,26,110,3.1,101.2,-25.9,19.3,-1.4,26.8,-33.9,302.7,75.2,56,8,6,40,9,11,Majority Minority,Majortiy White,Yes,green,green,red,green,red,green,red,green,green,"1,719",383,460,"4,284"
johnston square,Johnston Square,2015,21,66,1894,5,6,0,1,21,1876,44,83,1675,5,14,0,5,50,Baltimore City,-139,23,17,-219,-0,7,-0,4,29,-6.9,110.7,25.7,-11.6,-3,121,-6.1,304.7,142.6,3,94,1,4,89,2,Majority Black,Majority Black,No,red,green,green,red,red,green,red,green,green,83,"1,675",44,"1,876"
jones falls area,Jones Falls Area,1938,72,1344,346,6,114,0,5,51,2069,142,1383,229,4,208,0,11,92,Baltimore City,131,70,39,-117,-2,95,0,6,41,6.8,96.9,2.9,-33.9,-32.1,83.2,Inf,126,79.8,69,18,4,67,11,7,Majority White,Majortiy White,Yes,green,green,green,red,red,green,green,green,green,"1,383",229,142,"2,069"
jonestown,Jonestown,1505,77,551,759,4,87,0,2,25,1545,81,620,612,6,152,0,6,67,Baltimore City,40,4,69,-146,2,65,-0,4,42,2.7,4.9,12.5,-19.3,68.3,74.8,-98.7,201.2,172.4,37,50,5,40,40,5,Majority Minority,Majority Black,Yes,green,green,green,red,green,green,red,green,green,620,612,81,"1,545"
kenilworth park,Kenilworth Park,1627,19,44,1529,8,3,0,2,22,1535,44,50,1385,5,0,0,10,41,Baltimore City,-92,25,6,-145,-4,-3,-0,8,19,-5.7,134.1,14.3,-9.5,-42.8,-86.5,-100,400,89.3,3,94,1,3,90,3,Majority Black,Majority Black,No,red,green,green,red,red,red,red,green,green,50,"1,385",44,"1,535"
kernewood,Kernewood,486,17,322,116,0,20,0,0,10,525,41,230,116,0,108,0,2,27,Baltimore City,39,24,-92,0,-0,88,0,2,17,8,137,-28.4,0.1,-69.1,442.8,Inf,571.3,170.8,66,24,4,44,22,8,Majority Minority,Majortiy White,Yes,green,green,red,green,red,green,green,green,green,230,116,41,525
keswick,Keswick,439,14,336,32,0,47,0,1,9,451,20,319,33,0,56,0,3,20,Baltimore City,13,6,-17,1,-0,9,-0,3,11,2.9,43.3,-5,3,-99.8,19.6,-50,314.3,118.2,77,7,3,71,7,4,Majority White,Majortiy White,Yes,green,green,red,green,red,green,red,green,green,319,33,20,451
kresson,Kresson,389,143,128,93,4,13,0,1,8,472,264,107,60,2,26,0,2,12,Baltimore City,83,121,-21,-33,-3,13,-0,1,5,21.2,84.5,-16.5,-35.5,-63.1,103,-86,219.2,63.7,33,24,37,23,13,56,Majority Hispanic,Majority Minority,Yes,green,green,red,red,red,green,red,green,green,107,60,264,472
lake evesham,Lake Evesham,314,8,254,34,1,11,0,1,6,315,14,237,36,0,11,0,2,14,Baltimore City,1,6,-17,3,-0,1,-0,1,8,0.2,74.3,-6.9,8.2,-49.5,7.1,-33.3,130.9,131.8,81,11,3,75,12,5,Majority White,Majortiy White,Yes,green,green,red,green,red,green,red,green,green,237,36,14,315
lake walker,Lake Walker,2030,150,909,837,4,73,2,11,44,1921,131,808,819,4,72,1,15,71,Baltimore City,-109,-19,-101,-18,0,-1,-1,4,27,-5.4,-12.7,-11.1,-2.2,0,-1.1,-33,40.5,60.9,45,41,7,42,43,7,Majority Minority,Majority Minority,No,red,red,red,red,red,red,red,green,green,808,819,131,"1,921"
lakeland,Lakeland,2793,522,609,1524,6,78,1,3,50,2956,1240,363,1166,4,76,0,14,93,Baltimore City,163,718,-246,-358,-2,-2,-1,11,43,5.8,137.3,-40.4,-23.5,-33.4,-2.6,-100,372.2,85.6,22,55,19,12,39,42,Majority Minority,Majority Black,Yes,green,green,red,red,red,red,red,green,green,363,"1,166","1,240","2,956"
langston hughes,Langston Hughes,882,12,10,846,1,0,0,1,11,648,13,8,607,1,3,0,2,14,Baltimore City,-234,1,-2,-239,1,3,-0,1,3,-26.5,5.6,-21.1,-28.3,66.5,858.4,-100,133.8,23.8,1,96,1,1,94,2,Majority Black,Majority Black,No,red,green,red,red,green,green,red,green,green,8,607,13,648
lauraville,Lauraville,3844,100,1466,2127,14,41,1,8,87,3497,141,1138,1959,8,50,4,37,160,Baltimore City,-348,41,-328,-168,-6,9,3,29,73,-9,40.4,-22.4,-7.9,-43.3,21.9,332.5,360.6,84.6,38,55,3,33,56,4,Majority Black,Majority Black,No,red,green,red,red,red,green,green,green,green,"1,138","1,959",141,"3,497"
levindale,Levindale,1246,15,57,1153,2,3,0,3,13,998,32,47,883,3,4,0,4,25,Baltimore City,-248,16,-10,-270,1,1,0,2,12,-19.9,104.3,-17.9,-23.4,27.2,26.7,NA,66.7,94.9,5,92,1,5,88,3,Majority Black,Majority Black,No,red,green,red,red,green,green,NA,green,green,47,883,32,998
liberty square,Liberty Square,480,2,4,461,1,1,0,3,8,456,10,9,419,0,3,1,1,13,Baltimore City,-24,8,5,-42,-1,2,1,-2,5,-5,415.6,114.2,-9,-99.9,349.7,Inf,-70,57.6,1,96,0,2,92,2,Majority Black,Majority Black,No,red,green,green,red,red,green,green,red,green,9,419,10,456
little italy,Little Italy,640,41,276,269,2,40,0,0,11,732,49,322,244,4,78,0,3,32,Baltimore City,91,8,46,-25,1,38,0,3,20,14.3,18.5,16.6,-9.3,45.4,97,6651.4,595.8,179.6,43,42,6,44,33,7,Majority Minority,Majority Minority,No,green,green,green,red,green,green,green,green,green,322,244,49,732
loch raven,Loch Raven,4227,75,330,3682,3,81,0,5,51,3841,68,187,3372,1,82,4,26,100,Baltimore City,-386,-7,-142,-310,-1,1,4,20,49,-9.1,-9,-43.1,-8.4,-50,1.1,288929.1,374,96,8,87,2,5,88,2,Majority Black,Majority Black,No,red,red,red,red,red,green,green,green,green,187,"3,372",68,"3,841"
locust point,Locust Point,492,9,454,8,1,13,0,0,6,706,34,580,26,1,32,1,5,27,Baltimore City,213,25,126,18,-0,18,0,4,22,43.3,261.5,27.7,222.2,-28.6,140.3,200,1200,380.6,92,2,2,82,4,5,Majority White,Majortiy White,Yes,green,green,green,green,red,green,green,green,green,580,26,34,706
locust point industrial area,Locust Point Industrial Area,3502,81,3192,72,8,102,1,2,45,4606,232,3793,169,5,191,2,24,190,Baltimore City,1104,151,602,97,-2,88,2,22,145,31.5,186.9,18.9,134,-32.1,86.7,198.6,951.4,320.8,91,2,2,82,4,5,Majority White,Majortiy White,Yes,green,green,green,green,red,green,green,green,green,"3,793",169,232,"4,606"
lower edmondson village,Lower Edmondson Village,222,1,1,217,0,0,0,0,2,188,2,3,179,1,0,0,0,3,Baltimore City,-34,1,1,-38,0,0,0,0,1,-15.3,53.4,71.1,-17.5,10.4,36.5,Inf,16325.8,89.7,1,98,1,1,95,1,Majority Black,Majority Black,No,red,green,green,red,green,green,green,green,green,3,179,2,188
lower herring run park,Lower Herring Run Park,1447,17,112,1262,3,33,0,1,19,1317,28,58,1180,3,10,0,5,32,Baltimore City,-130,12,-54,-82,-1,-23,0,4,13,-9,70.5,-48.1,-6.5,-17.2,-69.1,157.8,268.9,71.2,8,87,1,4,90,2,Majority Black,Majority Black,No,red,green,red,red,red,red,green,green,green,58,"1,180",28,"1,317"
